Project_Size,Project_name,Number_Of_Opened_Issues_Before,Number_Of_Closed_Issues_Before,Time_To-Closed_Issues_Before,Number_Of_Opened_Pulls_Before,Number_Of_Closed_Pulls_Before,Time_To_Closed_Pulls_Before,Number_Of_Merged_Pulls_Before,Time_To_Merged_Pulls_Before,Sonar_Cloud_Adoption_Date,STARS,Project_Age,Programming_Language,Number_Of_Closed_Issues_After,Number_Of_Opened_Issues_After,Time_To-Closed_Issues_After,Number_Of_Opened_Pulls_After,Number_Of_Closed_Pulls_After,Time_To_Closed_Pulls_After,Number_Of_Merged_Pulls_After,Time_To_Merged_Pulls_After,Month_Year_Before,Month_Year_After
4,17,0,1,1304299.45,0,1,1304299.45,0,0,2021-11-01,638,37.9434954,5,40,8,71607.5,8,40,71607.51667,39,70664.65,2021-09-01,2024-04-01
4,17,1,4,8075.766667,1,4,8075.766667,2,3950.05,2021-11-01,638,37.9434954,5,11,4,71187.31667,4,11,71187.31667,10,60996.56667,2021-10-01,2024-05-01
4,18,0,3,24550.66667,0,3,24550.66667,1,355.5666667,2019-10-01,939,20.69645204,5,3,0,4850.033333,0,3,4850.033333,3,4850.033333,2018-01-01,2019-11-01
4,18,0,5,155610.3167,0,5,155610.3167,4,2234.083333,2019-10-01,939,20.69645204,5,11,0,1169224.717,0,11,1169224.717,9,38199.88333,2018-02-01,2019-12-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,2,0,26892.93333,0,2,26892.93333,2,26892.93333,2018-03-01,2020-01-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,15,0,174852.5167,0,15,174852.5167,12,23263.7,2018-04-01,2020-02-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,10,0,36381.3,0,10,36381.3,5,10598.6,2018-05-01,2020-03-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,6,0,65484.9,0,6,65484.9,4,29528.43333,2018-06-01,2020-04-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,17,0,16709.4,0,17,16709.4,15,15304.2,2018-07-01,2020-05-01
4,18,0,6,46435.95,0,6,46435.95,4,19181.8,2019-10-01,939,20.69645204,5,6,0,96695.51667,0,6,96695.51667,6,96695.5,2018-08-01,2020-06-01
4,18,0,12,85177.06667,0,12,85177.06667,9,20650.73333,2019-10-01,939,20.69645204,5,6,0,1244806.183,0,6,1244806.183,5,327377.1167,2018-09-01,2020-07-01
4,18,0,8,45752.45,0,8,45752.45,4,24881.16667,2019-10-01,939,20.69645204,5,8,0,611577.45,0,8,611577.45,7,230824.3333,2018-10-01,2020-08-01
4,18,0,6,2456.833333,0,6,2456.833333,2,1022.083333,2019-10-01,939,20.69645204,5,10,0,101789.8167,0,10,101789.8167,8,65491.91667,2018-11-01,2020-09-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,7,0,19411.21667,0,7,19411.21667,6,17788.5,2018-12-01,2020-10-01
4,18,0,2,443.0833333,0,2,443.0833333,2,443.0833333,2019-10-01,939,20.69645204,5,9,0,270131.2667,0,9,270131.2667,7,33934.2,2019-01-01,2020-11-01
4,18,0,0,0,0,0,0,0,0,2019-10-01,939,20.69645204,5,8,0,175096.9833,0,8,175096.9833,8,175096.9667,2019-02-01,2020-12-01
4,18,0,13,82594.66667,0,13,82594.66667,12,15020.9,2019-10-01,939,20.69645204,5,9,0,215418.0167,0,9,215418.0167,9,215418.0167,2019-03-01,2021-01-01
4,18,0,3,85106.5,0,3,85106.5,2,27462.81667,2019-10-01,939,20.69645204,5,1,0,3061.783333,0,1,3061.783333,0,0,2019-04-01,2021-02-01
4,18,0,11,850089.25,0,11,850089.2667,9,849437.4333,2019-10-01,939,20.69645204,5,7,0,1420688.117,0,7,1420688.117,4,92946.81667,2019-05-01,2021-03-01
4,18,0,1,75933.95,0,1,75933.95,0,0,2019-10-01,939,20.69645204,5,10,0,851969,0,10,851969,8,252536.05,2019-06-01,2021-04-01
4,18,0,2,38978.53333,0,2,38978.53333,2,38978.53333,2019-10-01,939,20.69645204,5,11,0,990808.2667,0,11,990808.2667,6,693713.6667,2019-07-01,2021-05-01
4,18,0,6,9654.833333,0,6,9654.833333,6,9654.8,2019-10-01,939,20.69645204,5,4,0,700002.1333,0,4,700002.1333,3,105423.2667,2019-08-01,2021-06-01
4,18,0,4,12566.76667,0,4,12566.76667,4,12566.76667,2019-10-01,939,20.69645204,5,5,0,60814,0,5,60814,1,291.5333333,2019-09-01,2021-07-01
4,19,0,5,29902.31667,0,5,29902.31667,4,29690.36667,2021-11-01,1246,92.37844941,5,11,0,11864.8,0,11,11864.8,10,11851.51667,2019-05-01,2021-12-01
4,19,0,3,233245.4667,0,3,233245.4667,3,233245.4667,2021-11-01,1246,92.37844941,5,7,0,223185.9,0,7,223185.9,7,223185.9,2019-06-01,2022-01-01
4,19,0,0,0,0,0,0,0,0,2021-11-01,1246,92.37844941,5,3,0,44069.75,0,3,44069.75,2,40157.98333,2019-07-01,2022-02-01
4,19,0,2,2292.483333,0,2,2292.483333,2,2292.483333,2021-11-01,1246,92.37844941,5,1,0,71816.6,0,1,71816.6,1,71816.6,2019-08-01,2022-03-01
4,19,0,3,19259.01667,0,3,19259.01667,3,19259,2021-11-01,1246,92.37844941,5,7,0,121131.8,0,7,121131.8,0,0,2019-09-01,2022-04-01
4,19,0,10,55065.93333,0,10,55065.93333,10,55065.9,2021-11-01,1246,92.37844941,5,16,0,54980.36667,0,16,54980.36667,8,39197.45,2019-10-01,2022-05-01
4,19,0,8,61231.3,0,8,61231.3,7,59836.03333,2021-11-01,1246,92.37844941,5,19,0,930241.6667,0,19,930241.6667,9,321684.6833,2019-11-01,2022-06-01
4,19,0,6,12943.73333,0,6,12943.73333,5,12202.18333,2021-11-01,1246,92.37844941,5,7,0,29179.61667,0,7,29179.61667,6,26478.46667,2019-12-01,2022-07-01
4,19,0,2,61040.25,0,2,61040.25,2,61040.25,2021-11-01,1246,92.37844941,5,11,0,331950.7,0,11,331950.7,10,331908.95,2020-01-01,2022-08-01
4,19,0,3,33496.01667,0,3,33496.01667,3,33495.98333,2021-11-01,1246,92.37844941,5,15,0,51047.85,0,15,51047.85,15,51047.83333,2020-02-01,2022-09-01
4,19,0,3,100455.9833,0,3,100455.9833,3,100455.9833,2021-11-01,1246,92.37844941,5,21,0,515633.3333,0,21,515633.35,20,515541.7333,2020-03-01,2022-10-01
4,19,0,11,66272,0,11,66272,11,66272,2021-11-01,1246,92.37844941,5,10,0,23378.73333,0,10,23378.73333,10,23378.71667,2020-04-01,2022-11-01
4,19,0,10,33381.38333,0,10,33381.38333,10,33381.38333,2021-11-01,1246,92.37844941,5,12,0,197628.4167,0,12,197628.4167,10,105500.35,2020-05-01,2022-12-01
4,19,0,1,11996.81667,0,1,11996.81667,1,11996.81667,2021-11-01,1246,92.37844941,5,7,0,28403.56667,0,7,28403.56667,6,27091.26667,2020-06-01,2023-01-01
4,19,0,9,104522.4167,0,9,104522.4167,6,104427.8333,2021-11-01,1246,92.37844941,5,5,0,42981.21667,0,5,42981.21667,4,42951.13333,2020-07-01,2023-02-01
4,19,0,3,48168.9,0,3,48168.9,3,48168.9,2021-11-01,1246,92.37844941,5,15,0,141268.85,0,15,141268.85,14,132468.7667,2020-08-01,2023-03-01
4,19,0,5,5702.65,0,5,5702.65,5,5702.65,2021-11-01,1246,92.37844941,5,4,0,202868.6667,0,4,202868.6667,4,202868.6667,2020-09-01,2023-04-01
4,19,0,5,829137.7833,0,5,829137.8,4,1060.316667,2021-11-01,1246,92.37844941,5,11,0,135188.9,0,11,135188.9,11,135188.8833,2020-10-01,2023-05-01
4,19,0,8,47954.16667,0,8,47954.16667,8,47954.15,2021-11-01,1246,92.37844941,5,1,0,221.35,0,1,221.35,1,221.35,2020-11-01,2023-06-01
4,19,0,9,217072.7833,0,9,217072.7833,7,36120.51667,2021-11-01,1246,92.37844941,5,27,0,352188.8667,0,27,352188.8667,17,64501.93333,2020-12-01,2023-07-01
4,19,0,9,555650.65,0,9,555650.6667,8,86395.5,2021-11-01,1246,92.37844941,5,27,0,556174.4667,0,27,556174.4667,20,296404.9,2021-01-01,2023-08-01
4,19,0,4,10562.73333,0,4,10562.73333,3,10562.23333,2021-11-01,1246,92.37844941,5,10,0,58826.96667,0,10,58826.96667,8,57489.31667,2021-02-01,2023-09-01
4,19,0,7,58130.16667,0,7,58130.16667,6,51115.71667,2021-11-01,1246,92.37844941,5,21,0,233010.1333,0,21,233010.1333,17,90986.86667,2021-03-01,2023-10-01
4,19,0,4,775872.4167,0,4,775872.4167,2,341228.1,2021-11-01,1246,92.37844941,5,23,1,328729.8833,1,23,328729.9,17,79940.95,2021-04-01,2023-11-01
4,19,0,2,5294.283333,0,2,5294.283333,2,5294.283333,2021-11-01,1246,92.37844941,5,24,0,235529.8167,0,24,235529.8167,23,194732.4333,2021-05-01,2023-12-01
4,19,0,6,311188.4,0,6,311188.4,5,38718.21667,2021-11-01,1246,92.37844941,5,39,0,267534.4333,0,39,267534.4333,31,137811.9333,2021-06-01,2024-01-01
4,19,0,3,543698.2833,0,3,543698.2833,2,359271.45,2021-11-01,1246,92.37844941,5,23,1,201237.2833,1,23,201237.2833,18,35003.83333,2021-07-01,2024-02-01
4,19,0,0,0,0,0,0,0,0,2021-11-01,1246,92.37844941,5,12,0,137289.85,0,12,137289.85,9,41193.48333,2021-08-01,2024-03-01
4,19,0,3,11181.43333,0,3,11181.43333,3,11181.41667,2021-11-01,1246,92.37844941,5,24,1,269924.9167,1,24,269924.9167,22,191790.2167,2021-09-01,2024-04-01
4,19,0,0,0,0,0,0,0,0,2021-11-01,1246,92.37844941,5,14,5,42280.66667,5,14,42280.66667,8,12329.7,2021-10-01,2024-05-01
4,20,0,14,262.2833333,0,14,262.2833333,14,262.2833333,2020-04-01,14972,25.42706965,3,131,18,21537075.47,0,69,212723.8667,64,202882.7667,2018-02-01,2020-05-01
4,20,0,47,337524.5167,0,31,24571.45,30,19215.53333,2020-04-01,14972,25.42706965,3,172,32,31250187.88,0,104,5224432.783,88,505089.1833,2018-03-01,2020-06-01
4,20,0,85,2607645.2,0,30,22854.16667,30,22854.1,2020-04-01,14972,25.42706965,3,119,24,30288326.97,0,68,5267382.267,58,587675.15,2018-04-01,2020-07-01
4,20,0,107,1619144.567,0,53,66148.63333,51,64615.81667,2020-04-01,14972,25.42706965,3,169,21,29735029.2,0,88,4490236.517,74,1138692.317,2018-05-01,2020-08-01
4,20,0,92,2520392.917,0,38,84459.25,36,78161.95,2020-04-01,14972,25.42706965,3,214,35,26281408.4,0,108,3664034.233,92,1042914.067,2018-06-01,2020-09-01
4,20,0,140,4034671.983,0,71,135256.3333,69,95968.15,2020-04-01,14972,25.42706965,3,218,37,24878375.65,1,126,7864970.583,107,872236.55,2018-07-01,2020-10-01
4,20,0,62,1928459.983,0,33,86153.03333,31,84540.26667,2020-04-01,14972,25.42706965,3,186,29,19590657.28,0,103,3884289.1,89,405342.9333,2018-08-01,2020-11-01
4,20,0,117,1478990.867,0,59,97190.36667,57,93408.91667,2020-04-01,14972,25.42706965,3,168,39,17420777.5,0,97,3806639.333,81,544294.7833,2018-09-01,2020-12-01
4,20,0,74,4692789.133,0,35,165025.3667,34,156059.1333,2020-04-01,14972,25.42706965,3,148,31,16021162.35,0,79,2160892.233,63,263888.8,2018-10-01,2021-01-01
4,20,0,117,8782764.083,0,53,161828.5333,49,94528.08333,2020-04-01,14972,25.42706965,3,186,48,24097672.42,0,106,2877252.233,100,2329926.5,2018-11-01,2021-02-01
4,20,0,111,3308744.733,0,57,96551.55,55,96365.85,2020-04-01,14972,25.42706965,3,227,44,24229434.75,0,137,4410770.083,116,788102.0667,2018-12-01,2021-03-01
4,20,0,109,5582733.05,0,48,82087.03333,48,82086.96667,2020-04-01,14972,25.42706965,3,137,43,26467605.62,0,76,3430915.75,63,728810.8,2019-01-01,2021-04-01
4,20,1,126,7384002.65,0,61,297745.8333,58,115987.85,2020-04-01,14972,25.42706965,3,169,21,27365923.15,0,90,7376930.15,72,673062.0167,2019-02-01,2021-05-01
4,20,4,135,3756182.35,0,70,208358.0167,67,138185.45,2020-04-01,14972,25.42706965,3,167,22,22111270.77,0,98,6395535.883,76,1793248.1,2019-03-01,2021-06-01
4,20,3,200,12837317.22,0,99,197510.7167,91,141324,2020-04-01,14972,25.42706965,3,175,22,13419300.3,0,105,4277242.583,88,1318502.95,2019-04-01,2021-07-01
4,20,5,118,6479427.883,0,51,210400.75,44,206638.5833,2020-04-01,14972,25.42706965,3,190,27,14920066.37,0,123,2455272.733,109,897570.9,2019-05-01,2021-08-01
