Project_Size,Project_name,Number_Of_Opened_Issues_Before,Number_Of_Closed_Issues_Before,Time_To-Closed_Issues_Before,Number_Of_Opened_Pulls_Before,Number_Of_Closed_Pulls_Before,Time_To_Closed_Pulls_Before,Number_Of_Merged_Pulls_Before,Time_To_Merged_Pulls_Before,Sonar_Cloud_Adoption_Date,STARS,Project_Age,Programming_Language,Number_Of_Closed_Issues_After,Number_Of_Opened_Issues_After,Time_To-Closed_Issues_After,Number_Of_Opened_Pulls_After,Number_Of_Closed_Pulls_After,Time_To_Closed_Pulls_After,Number_Of_Merged_Pulls_After,Time_To_Merged_Pulls_After,Month_Year_Before,Month_Year_After
4,33,5,271,5708323.017,0,219,1717538.95,176,987157.4667,2022-11-01,5607,73.58738502,3,166,58,365754.3,43,153,316327.6667,106,215300.8167,2022-10-01,2024-05-01
4,34,4,78,5874916.85,0,52,1530834.983,42,216801.15,2023-01-01,3649,26.08409987,3,131,13,3356233.05,6,96,1007709.783,77,667140.7833,2021-09-01,2023-02-01
4,34,6,60,4367911.567,0,54,3794418.517,42,641520.55,2023-01-01,3649,26.08409987,3,133,31,4505236.317,17,86,1221487.183,71,860436.3333,2021-10-01,2023-03-01
4,34,5,75,5537928.467,0,47,1224942.217,39,188940.3833,2023-01-01,3649,26.08409987,3,75,30,2052108.7,10,44,538316.95,41,392518.2667,2021-11-01,2023-04-01
4,34,3,137,5116564.783,0,77,981519.7167,64,709240.9833,2023-01-01,3649,26.08409987,3,92,40,4068210.217,8,54,990257.2,51,659581.9833,2021-12-01,2023-05-01
4,34,8,106,9175419.967,0,53,3111240.083,38,408528.2333,2023-01-01,3649,26.08409987,3,97,26,4130062.933,6,51,724370.95,45,367622.1833,2022-01-01,2023-06-01
4,34,10,111,7418941.35,0,68,1635710.35,59,775896.3833,2023-01-01,3649,26.08409987,3,107,26,2778406.367,7,57,1229340.183,51,871759.2667,2022-02-01,2023-07-01
4,34,17,147,11239446.62,2,57,1588024.233,48,314516.05,2023-01-01,3649,26.08409987,3,103,30,1391348.467,9,60,713437.5167,52,605224.3333,2022-03-01,2023-08-01
4,34,9,116,4586634.267,0,74,1271877.45,61,408892.6667,2023-01-01,3649,26.08409987,3,128,20,1850461.667,8,90,966527.0167,76,568645.9,2022-04-01,2023-09-01
4,34,17,192,8110132.95,2,74,649093.9333,68,329107.6167,2023-01-01,3649,26.08409987,3,152,38,2343523.467,15,86,1141949.733,78,783910.4333,2022-05-01,2023-10-01
4,34,14,143,5817209.75,1,49,403324.8667,45,159732.8,2023-01-01,3649,26.08409987,3,108,31,1653440.767,15,56,1089800.317,46,697324.3667,2022-06-01,2023-11-01
4,34,24,134,5300198.383,1,67,1211637.217,55,365922.6667,2023-01-01,3649,26.08409987,3,133,27,2930552.117,9,67,967558.2333,52,506670.2667,2022-07-01,2023-12-01
4,34,36,121,4162979.4,3,53,247856.7833,47,134041.2333,2023-01-01,3649,26.08409987,3,104,25,1523311.667,7,60,936260.3833,47,770431.7833,2022-08-01,2024-01-01
4,34,32,138,6386976.333,7,89,982146.9,76,553846.6667,2023-01-01,3649,26.08409987,3,90,25,1508404.217,5,43,764665.4333,40,666510.55,2022-09-01,2024-02-01
4,34,30,94,3643301.65,12,59,483742.6833,46,206915.2667,2023-01-01,3649,26.08409987,3,94,34,1216821.15,12,53,628515.45,45,531521.5667,2022-10-01,2024-03-01
4,34,13,136,3480231.85,3,99,1876394.9,81,671034.55,2023-01-01,3649,26.08409987,3,115,62,1123728.867,10,63,652717.5833,51,514978.6667,2022-11-01,2024-04-01
4,34,19,86,5165067.717,11,55,921773.7167,51,674050.45,2023-01-01,3649,26.08409987,3,52,80,200105.6667,18,31,122905.1,29,122350.7,2022-12-01,2024-05-01
4,35,0,10,1092.716667,0,10,1092.716667,10,1092.716667,2020-02-01,266,41.03153745,5,233,0,1625556.817,0,233,1625556.833,216,973276.25,2016-08-01,2020-03-01
4,35,0,171,62376.98333,0,171,62376.98333,160,42348.56667,2020-02-01,266,41.03153745,5,262,0,3523246.183,0,262,3523246.183,252,3178801.583,2016-09-01,2020-04-01
4,35,0,85,1039083.383,0,85,1039083.383,76,64770.15,2020-02-01,266,41.03153745,5,150,0,785148.4333,0,150,785148.45,143,725926.35,2016-10-01,2020-05-01
4,35,0,78,166224.6333,0,78,166224.6333,71,33912.2,2020-02-01,266,41.03153745,5,148,0,948578.85,0,148,948578.8667,144,940082.7167,2016-11-01,2020-06-01
4,35,0,87,93973.5,0,87,93973.5,83,93636.86667,2020-02-01,266,41.03153745,5,70,0,1498362.033,0,70,1498362.033,63,970856.1333,2016-12-01,2020-07-01
4,35,0,96,43124.51667,0,96,43124.51667,94,19930.38333,2020-02-01,266,41.03153745,5,171,0,566306.3167,0,171,566306.35,163,378357.5167,2017-01-01,2020-08-01
4,35,0,73,235513.2667,0,73,235513.2667,72,235512.5667,2020-02-01,266,41.03153745,5,261,0,1040645.183,0,261,1040645.2,246,678334.4,2017-02-01,2020-09-01
4,35,0,67,228294.15,0,67,228294.15,61,182423.5167,2020-02-01,266,41.03153745,5,242,0,1706935.917,0,242,1706935.933,230,1116613.7,2017-03-01,2020-10-01
4,35,0,98,184049.3333,0,98,184049.3333,94,171719.9333,2020-02-01,266,41.03153745,5,246,0,1530973.883,0,246,1530973.917,234,1406671.517,2017-04-01,2020-11-01
4,35,0,147,111137,0,147,111137.0167,142,70675.83333,2020-02-01,266,41.03153745,5,213,0,612855.25,0,213,612855.2667,205,598763.15,2017-05-01,2020-12-01
4,35,0,83,2388674.55,0,83,2388674.55,78,764719.4333,2020-02-01,266,41.03153745,5,218,0,703714.9667,0,218,703714.9667,201,559102.4667,2017-06-01,2021-01-01
4,35,0,51,449703.4667,0,51,449703.4667,48,436175.9333,2020-02-01,266,41.03153745,5,278,0,1035112.25,0,278,1035112.317,262,852446.1333,2017-07-01,2021-02-01
4,35,0,62,735812.2667,0,62,735812.2667,61,631853.95,2020-02-01,266,41.03153745,5,301,0,1250672.983,0,301,1250673,280,949703.6833,2017-08-01,2021-03-01
4,35,0,51,306058.3167,0,51,306058.3167,48,222554.15,2020-02-01,266,41.03153745,5,142,0,1934431.55,0,142,1934431.567,130,828897.8833,2017-09-01,2021-04-01
4,35,0,75,827521.0667,0,75,827521.0667,70,423686.1667,2020-02-01,266,41.03153745,5,156,0,1418070.933,0,156,1418070.933,151,794934.5167,2017-10-01,2021-05-01
4,35,0,98,764460.9833,0,98,764461,89,494257.1,2020-02-01,266,41.03153745,5,254,0,1738137.8,0,254,1738137.8,228,812234.0667,2017-11-01,2021-06-01
4,35,0,89,2047670.333,0,89,2047670.35,83,401127.65,2020-02-01,266,41.03153745,5,102,0,1231850.917,0,102,1231850.917,95,736012.1667,2017-12-01,2021-07-01
4,35,0,99,396621.9667,0,99,396621.9667,93,229062.9667,2020-02-01,266,41.03153745,5,163,0,770681.6333,0,163,770681.65,156,581060.1333,2018-01-01,2021-08-01
4,35,0,169,463406.9,0,169,463406.95,157,373868.05,2020-02-01,266,41.03153745,5,271,0,1208839.85,0,271,1208839.867,258,1124910.467,2018-02-01,2021-09-01
4,35,0,105,178216.1667,0,105,178216.1667,99,118315.7,2020-02-01,266,41.03153745,5,267,0,1509787.633,0,267,1509787.65,252,1313701.617,2018-03-01,2021-10-01
4,35,0,96,927149.5833,0,96,927149.5833,90,855557.1667,2020-02-01,266,41.03153745,5,199,0,1372741.65,0,199,1372741.683,175,723733.2667,2018-04-01,2021-11-01
4,35,0,92,1509254.767,0,92,1509254.783,81,594014.5833,2020-02-01,266,41.03153745,5,192,0,1405610.533,0,192,1405610.55,173,940415.4167,2018-05-01,2021-12-01
4,35,0,115,184187.0667,0,115,184187.0833,111,161607.2833,2020-02-01,266,41.03153745,5,178,0,1779633.767,0,178,1779633.8,154,940294.4333,2018-06-01,2022-01-01
4,35,0,60,701890.6167,0,60,701890.6333,58,468510.0667,2020-02-01,266,41.03153745,5,196,0,938120.6167,0,196,938120.6167,184,512773.2,2018-07-01,2022-02-01
4,35,0,84,536439.55,0,84,536439.55,82,161152.0167,2020-02-01,266,41.03153745,5,437,0,1343277.9,0,437,1343277.983,394,842194.8667,2018-08-01,2022-03-01
4,35,0,95,409212.2,0,95,409212.2,91,291551.7833,2020-02-01,266,41.03153745,5,291,0,1321370.45,0,291,1321370.45,268,841247.0333,2018-09-01,2022-04-01
4,35,0,137,682458.3667,0,137,682458.3667,129,309368.7167,2020-02-01,266,41.03153745,5,290,0,945159.7333,0,290,945159.75,271,823366,2018-10-01,2022-05-01
4,35,0,161,413692.5,0,161,413692.5,151,220321.5,2020-02-01,266,41.03153745,5,269,0,1646312.583,0,269,1646312.6,256,1169398.983,2018-11-01,2022-06-01
4,35,0,75,1701988.617,0,75,1701988.633,67,668239.2667,2020-02-01,266,41.03153745,5,152,0,1407552.967,0,152,1407552.983,135,939885.6333,2018-12-01,2022-07-01
4,35,0,108,994810.2333,0,108,994810.2333,96,588533.4667,2020-02-01,266,41.03153745,5,265,0,651742.95,0,265,651742.9833,251,370463.7,2019-01-01,2022-08-01
4,35,0,123,983248.05,0,123,983248.05,112,576772.5,2020-02-01,266,41.03153745,5,331,0,2021234.717,0,331,2021234.8,299,798204.8667,2019-02-01,2022-09-01
4,35,0,162,1185303.067,0,162,1185303.067,156,1165469.95,2020-02-01,266,41.03153745,5,269,0,2111631.6,0,269,2111631.667,247,1008252.917,2019-03-01,2022-10-01
4,35,0,140,940015.75,0,140,940015.75,132,749260.4167,2020-02-01,266,41.03153745,5,223,0,1606577.833,0,223,1606577.85,183,1031755.633,2019-04-01,2022-11-01
4,35,0,135,693158.95,0,135,693158.95,121,658811.8333,2020-02-01,266,41.03153745,5,212,0,2804722.85,0,212,2804722.867,192,872173.0833,2019-05-01,2022-12-01
4,35,0,71,546991.3667,0,71,546991.3667,67,374055.4167,2020-02-01,266,41.03153745,5,201,0,1242598.7,0,201,1242598.75,188,433619.3,2019-06-01,2023-01-01
4,35,0,106,274573.1667,0,106,274573.1667,101,225806.7667,2020-02-01,266,41.03153745,5,308,0,2168358.433,0,308,2168358.467,270,858220.65,2019-07-01,2023-02-01
4,35,0,135,584962.95,0,135,584962.9667,128,406067.9167,2020-02-01,266,41.03153745,5,334,2,3605420.317,2,334,3605420.433,303,1869094.367,2019-08-01,2023-03-01
4,35,0,166,1088759.7,0,166,1088759.7,159,979801.2167,2020-02-01,266,41.03153745,5,264,0,976323.2,0,264,976323.2667,241,631651.65,2019-09-01,2023-04-01
4,35,0,275,1768407.1,0,275,1768407.133,250,1333315.133,2020-02-01,266,41.03153745,5,326,1,2010254.183,1,326,2010254.267,270,1016310.183,2019-10-01,2023-05-01
4,35,0,277,1714889.367,0,277,1714889.367,270,1200894.767,2020-02-01,266,41.03153745,5,338,1,1822841.817,1,338,1822841.867,206,687214.3833,2019-11-01,2023-06-01
4,35,0,230,1690907.95,0,230,1690907.967,224,1152655.617,2020-02-01,266,41.03153745,5,353,0,1868200.067,0,353,1868200.1,211,1120328.883,2019-12-01,2023-07-01
4,35,0,151,1329488.333,0,151,1329488.333,136,885983.1833,2020-02-01,266,41.03153745,5,207,1,1397206.967,1,207,1397207,190,802530.65,2020-01-01,2023-08-01
4,36,0,40,144528.7167,0,40,144528.7333,39,137631.9,2022-06-01,285,62.74638633,5,38,0,418815.5167,0,35,291297.3333,34,283571.7,2020-07-01,2022-07-01
4,36,2,36,554776.6,2,36,554776.6,31,278614.9333,2022-06-01,285,62.74638633,5,51,0,1405386.183,0,49,1260513.233,47,643845.4667,2020-08-01,2022-08-01
4,36,1,27,249683.5167,1,27,249683.5167,27,249683.5,2022-06-01,285,62.74638633,5,44,1,465272.2167,0,44,465272.2167,41,198509.4667,2020-09-01,2022-09-01
4,36,887,1907,72254540.88,0,25,134425.0667,25,134425.0667,2022-06-01,285,62.74638633,5,33,2,469842.1833,0,29,325576.1333,27,233850.6167,2020-10-01,2022-10-01
4,36,2,22,1819593.15,0,16,372168.2333,14,63366.96667,2022-06-01,285,62.74638633,5,36,1,780882.5667,0,34,206372.2333,32,124655.6833,2020-11-01,2022-11-01
4,36,2,25,581465.4667,1,23,245305.6,23,245305.5833,2022-06-01,285,62.74638633,5,23,2,833829.0833,0,19,667510.85,17,76647.33333,2020-12-01,2022-12-01
4,36,1,30,834361.1167,1,29,195473.6667,29,195473.6333,2022-06-01,285,62.74638633,5,32,0,213637.7667,0,32,213637.7667,31,212163.1667,2021-01-01,2023-01-01
4,36,3,19,230720.2333,1,18,113644.7167,18,113644.7167,2022-06-01,285,62.74638633,5,36,0,398395.4167,0,31,43568.06667,29,43461.06667,2021-02-01,2023-02-01
4,36,1,19,2186259.533,0,17,1475987.317,15,149829.8,2022-06-01,285,62.74638633,5,43,6,727567.5667,0,42,379018.4167,40,85769.23333,2021-03-01,2023-03-01
4,36,3,17,194244.0833,2,15,170179.4167,14,59501.16667,2022-06-01,285,62.74638633,5,33,2,48242.88333,0,33,48242.9,32,48093.23333,2021-04-01,2023-04-01
4,36,1,35,1044299,0,31,299366.05,29,287847.75,2022-06-01,285,62.74638633,5,29,2,274500.5167,0,29,274500.5167,28,119654.4833,2021-05-01,2023-05-01
4,36,1,74,4145232.117,0,64,1769638.5,55,378910.7167,2022-06-01,285,62.74638633,5,32,0,223942.0167,0,31,178943.5167,30,177152.6167,2021-06-01,2023-06-01
4,36,3,53,1730280.417,0,49,969567,34,266480.9833,2022-06-01,285,62.74638633,5,24,2,77690,0,22,53792.81667,22,53792.78333,2021-07-01,2023-07-01
4,36,3,55,420749.2333,1,52,79578.93333,50,79363.6,2022-06-01,285,62.74638633,5,35,1,126678.4667,0,35,126678.4667,35,126678.4333,2021-08-01,2023-08-01
4,36,1,21,927332.3833,0,21,927332.3833,19,46523.25,2022-06-01,285,62.74638633,5,22,0,363644.75,0,20,45097.91667,19,45043.95,2021-09-01,2023-09-01
4,36,2,50,2072309.517,0,49,2072265.683,44,453004.75,2022-06-01,285,62.74638633,5,18,1,54823.28333,0,18,54823.28333,17,54805.51667,2021-10-01,2023-10-01
4,36,2,55,3625592.133,1,52,2421564.9,46,87701.6,2022-06-01,285,62.74638633,5,33,1,149522.2,0,31,146326.4333,29,42329.98333,2021-11-01,2023-11-01
4,36,2,14,43042.56667,0,14,43042.56667,14,43042.56667,2022-06-01,285,62.74638633,5,18,2,54285.21667,0,18,54285.21667,17,54283.5,2021-12-01,2023-12-01
4,36,0,21,294024.75,0,21,294024.75,19,294019.0667,2022-06-01,285,62.74638633,5,12,1,40380.55,0,11,38287.56667,11,38287.53333,2022-01-01,2024-01-01
4,36,0,21,100172.95,0,21,100172.9667,20,87398.71667,2022-06-01,285,62.74638633,5,14,4,77645.33333,0,12,27727.36667,11,27630.23333,2022-02-01,2024-02-01
4,36,0,42,1519303.783,0,39,1493731.467,33,433445.9,2022-06-01,285,62.74638633,5,25,3,126672.7333,1,24,41373.68333,24,41373.68333,2022-03-01,2024-03-01
4,36,0,22,176943.9833,0,20,48719.61667,20,48719.58333,2022-06-01,285,62.74638633,5,15,4,97707.03333,0,14,35638.53333,14,35638.53333,2022-04-01,2024-04-01
4,36,1,24,98143.78333,0,22,66678.65,22,66678.61667,2022-06-01,285,62.74638633,5,21,4,68344.31667,2,20,51179.83333,20,51179.83333,2022-05-01,2024-05-01
4,37,3,33,1149920.55,0,23,41619.18333,23,41619.11667,2021-02-01,400,90.17739816,5,36,7,491570.6833,0,34,223279.5,29,174208.7833,2017-11-01,2021-03-01
4,37,1,25,5839165.9,0,14,253503.25,10,134361.4333,2021-02-01,400,90.17739816,5,62,8,3475275.933,0,56,1258170.567,38,1041634.867,2017-12-01,2021-04-01
4,37,3,41,1973508.3,0,26,316119.5167,24,137745.7,2021-02-01,400,90.17739816,5,32,12,1100925.833,0,29,1077555.85,28,1066991.9,2018-01-01,2021-05-01
4,37,7,40,6418190.65,0,21,868585.6667,19,290110.15,2021-02-01,400,90.17739816,5,38,14,2453085.883,2,31,2055578.2,26,1179315.217,2018-02-01,2021-06-01
4,37,1,34,4711900.617,0,21,71417.9,20,71394.53333,2021-02-01,400,90.17739816,5,21,6,2445539.433,0,15,1828721.95,12,1059989.533,2018-03-01,2021-07-01
4,37,6,49,1681098.2,0,36,451763.75,32,63766.95,2021-02-01,400,90.17739816,5,25,7,484590.7,0,24,475112.8,20,274159.25,2018-04-01,2021-08-01
4,37,5,43,4180107.35,0,26,177296.15,25,177295.55,2021-02-01,400,90.17739816,5,24,5,1436461.817,2,20,899357.9333,10,110172.4167,2018-05-01,2021-09-01
4,37,6,83,7629148.883,0,64,979118.5667,58,164648.9333,2021-02-01,400,90.17739816,5,20,4,140197.7,0,17,77636.58333,12,53265.05,2018-06-01,2021-10-01
4,37,5,99,5889861.95,0,74,597321.85,72,166507.9833,2021-02-01,400,90.17739816,5,19,4,365351.95,0,15,261931.1333,11,195612.0667,2018-07-01,2021-11-01
4,37,5,35,4375701.75,0,28,577612.1833,27,154306.5333,2021-02-01,400,90.17739816,5,44,10,2261551.1,0,34,348110.0333,19,109318.1,2018-08-01,2021-12-01
4,37,5,46,3820408.3,0,35,1385571.917,31,943274.8167,2021-02-01,400,90.17739816,5,58,7,1425858.567,0,54,1397714.017,46,816655.4167,2018-09-01,2022-01-01
4,37,6,67,2118741.55,0,51,682326.9833,50,682326.4167,2021-02-01,400,90.17739816,5,29,13,2025555.033,0,27,1975603.1,20,544878.2667,2018-10-01,2022-02-01
4,37,9,55,5016988.05,0,45,2914930.1,44,868854.3167,2021-02-01,400,90.17739816,5,34,6,976969.3333,1,32,929372.0833,26,462041.8667,2018-11-01,2022-03-01
4,37,4,38,1745982.9,0,33,753853.25,30,533887.9167,2021-02-01,400,90.17739816,5,56,10,1168852.017,3,53,1099999.85,49,565267.9833,2018-12-01,2022-04-01
4,37,7,82,7176460.983,0,69,2797916.1,57,2143480,2021-02-01,400,90.17739816,5,55,4,1592850.15,0,50,1561849.533,48,633684.35,2019-01-01,2022-05-01
4,37,2,76,1046735.733,0,63,330731.1667,55,295026.9667,2021-02-01,400,90.17739816,5,31,8,559755.0167,3,28,306042.65,27,294874.35,2019-02-01,2022-06-01
4,37,2,91,885993.6333,0,85,732909.8833,81,640082.7,2021-02-01,400,90.17739816,5,37,6,767745.9667,3,33,732082.65,29,471762.8333,2019-03-01,2022-07-01
4,37,0,37,2209559.883,0,30,115694.5667,29,109871.6833,2021-02-01,400,90.17739816,5,19,4,1354924.333,1,15,758049.0167,15,758048.9833,2019-04-01,2022-08-01
4,37,8,106,2124839.883,0,84,197237.6,69,148142.3,2021-02-01,400,90.17739816,5,36,12,1164984.65,0,35,1143260.817,33,939406.2333,2019-05-01,2022-09-01
4,37,8,76,2349670.3,0,60,152779.5167,57,109629.9667,2021-02-01,400,90.17739816,5,18,7,401049.9333,0,15,381512.6167,13,298009.8,2019-06-01,2022-10-01
4,37,4,50,781978.9333,1,45,655765.3333,41,377058.7667,2021-02-01,400,90.17739816,5,25,2,937803.75,0,21,505012.4167,20,443096.4167,2019-07-01,2022-11-01
4,37,6,79,2633398.967,0,66,1345908.017,62,286132.5833,2021-02-01,400,90.17739816,5,29,5,427470.3,2,27,336154.05,25,320317.2333,2019-08-01,2022-12-01
4,37,2,33,3721215.683,0,20,82908.1,17,40374.03333,2021-02-01,400,90.17739816,5,43,7,1266672.417,1,33,1121234.317,28,277230.25,2019-09-01,2023-01-01
4,37,9,39,7076089.717,0,26,2059468.383,25,2059109.9,2021-02-01,400,90.17739816,5,52,5,874818.6333,1,42,309711.7167,33,84966.13333,2019-10-01,2023-02-01
4,37,2,49,1918240.3,0,36,1466983.25,32,185988.75,2021-02-01,400,90.17739816,5,64,9,1107836.35,0,57,982560.6833,47,754706.3833,2019-11-01,2023-03-01
4,37,3,42,1965561.933,0,30,1345463.383,24,415886.25,2021-02-01,400,90.17739816,5,30,8,723471.05,2,27,670858.2167,27,670858.1833,2019-12-01,2023-04-01
4,37,3,54,5710991.383,1,42,233584.1667,37,146898.25,2021-02-01,400,90.17739816,5,39,10,812233,3,37,751103.6333,34,536400.6167,2020-01-01,2023-05-01
4,37,1,18,2189533.35,0,11,76396.11667,10,21659.28333,2021-02-01,400,90.17739816,5,18,6,45118.93333,2,18,45118.93333,18,45118.88333,2020-02-01,2023-06-01
4,37,10,71,3058426.7,0,62,2991414.267,59,2890163.8,2021-02-01,400,90.17739816,5,25,5,312894.7333,0,22,282602.4333,22,282602.4333,2020-03-01,2023-07-01
4,37,7,54,7582593.133,1,43,3071410.45,38,2185966.967,2021-02-01,400,90.17739816,5,30,2,665966.5,0,29,592731.05,26,307420.85,2020-04-01,2023-08-01
4,37,13,23,270693.7667,1,20,226541.6333,18,52051.55,2021-02-01,400,90.17739816,5,30,11,277978.35,3,29,273576.9,26,187533.2333,2020-05-01,2023-09-01
4,37,5,30,6787305.533,1,20,565728.0667,18,21653.75,2021-02-01,400,90.17739816,5,30,6,334660.3333,0,30,334660.35,30,334660.3,2020-06-01,2023-10-01
4,37,3,20,3061771.733,0,14,73236.18333,11,31911.31667,2021-02-01,400,90.17739816,5,35,3,173456.5667,0,34,172473.8167,29,90192.51667,2020-07-01,2023-11-01
4,37,2,20,804481.5167,0,13,201230.7333,13,201230.7167,2021-02-01,400,90.17739816,5,26,2,51637.96667,1,26,51637.96667,25,44894.2,2020-08-01,2023-12-01
4,37,0,30,1843346.417,0,24,1305585.05,21,615683.7,2021-02-01,400,90.17739816,5,24,4,317712.8667,1,24,317712.8667,21,227104.4,2020-09-01,2024-01-01
4,37,3,48,988327.4333,0,42,456235.5333,37,163685.45,2021-02-01,400,90.17739816,5,28,4,79870.23333,1,28,79870.23333,26,74117.3,2020-10-01,2024-02-01
4,37,11,31,3259203.383,0,24,135181.6,24,135181.5667,2021-02-01,400,90.17739816,5,23,5,63067.65,2,22,63051.66667,21,47226.08333,2020-11-01,2024-03-01
4,37,7,42,453492.4,1,37,275889.8667,27,237468.8833,2021-02-01,400,90.17739816,5,26,5,133476.1333,2,25,104467.4167,24,101592.05,2020-12-01,2024-04-01
4,37,4,26,2477840.033,0,22,2153664.567,20,1119577.9,2021-02-01,400,90.17739816,5,10,7,27769.88333,5,9,27529.51667,8,20326.73333,2021-01-01,2024-05-01
4,39,0,43,883606.8333,0,1,17.53333333,0,0,2021-11-01,11947,87.15505913,8,73,2,1830260.967,0,19,212.5333333,19,212.5333333,2019-05-01,2021-12-01
4,39,0,31,994027.5667,0,2,1557.883333,2,1557.883333,2021-11-01,11947,87.15505913,8,112,5,4079961.667,0,40,32520.7,35,15300.58333,2019-06-01,2022-01-01
4,39,0,35,733475.65,0,1,99564.66667,0,0,2021-11-01,11947,87.15505913,8,78,6,2454254.433,0,32,11385.88333,29,11378.2,2019-07-01,2022-02-01
4,39,0,165,1656000.533,0,12,54493.76667,6,15075.18333,2021-11-01,11947,87.15505913,8,65,0,1769749.05,0,26,34255.75,21,22759.08333,2019-08-01,2022-03-01
4,39,0,143,3567889.983,0,6,33229.05,4,1123.166667,2021-11-01,11947,87.15505913,8,55,0,637352.2833,0,11,12170.01667,9,12168.91667,2019-09-01,2022-04-01
4,39,0,117,2874443.833,0,13,48804.36667,4,1097.583333,2021-11-01,11947,87.15505913,8,52,1,3128229.833,0,17,8781.333333,16,8780.766667,2019-10-01,2022-05-01
4,39,0,85,1208486.667,0,3,44807.96667,1,4315.1,2021-11-01,11947,87.15505913,8,53,1,1742153.483,0,21,3749.666667,20,3614.2,2019-11-01,2022-06-01
4,39,0,64,1073102.1,0,3,224.6666667,2,222.9333333,2021-11-01,11947,87.15505913,8,40,2,1246539.867,0,12,36705.21667,8,1581.466667,2019-12-01,2022-07-01
4,39,0,135,3438367.6,0,10,411.2,9,410.95,2021-11-01,11947,87.15505913,8,55,24,265937.1167,0,31,35902.15,25,25763.95,2020-01-01,2022-08-01
4,39,0,90,2227592.167,0,8,24038.91667,7,3425.666667,2021-11-01,11947,87.15505913,8,44,0,1032199.7,0,13,2465.5,12,2353.6,2020-02-01,2022-09-01
4,39,0,60,1465363.033,0,6,2232.733333,4,549.5833333,2021-11-01,11947,87.15505913,8,62,3,1326307.933,0,21,9050.8,20,4738.3,2020-03-01,2022-10-01
4,39,0,94,2236119.233,0,2,3026.533333,2,3026.516667,2021-11-01,11947,87.15505913,8,55,1,1198453.433,0,23,58019.7,19,36578.75,2020-04-01,2022-11-01
4,39,0,100,2175762.817,0,11,17420.71667,11,17420.68333,2021-11-01,11947,87.15505913,8,39,8,603416.5167,0,7,10964.46667,6,2895.45,2020-05-01,2022-12-01
4,39,0,89,1630904.05,0,9,5421.416667,6,4117.85,2021-11-01,11947,87.15505913,8,103,3,679987.6333,0,60,1669.183333,52,1585.85,2020-06-01,2023-01-01
4,39,0,126,2033054.55,0,22,27115.43333,21,26854.65,2021-11-01,11947,87.15505913,8,102,3,250084.3167,0,75,6679.566667,71,821.4333333,2020-07-01,2023-02-01
4,39,2,120,2511844.417,0,29,2185.4,28,2182.55,2021-11-01,11947,87.15505913,8,157,3,1677347.65,0,64,43739.73333,60,2126.45,2020-08-01,2023-03-01
4,39,1,123,2031547.65,0,26,25905.05,25,25695.4,2021-11-01,11947,87.15505913,8,106,3,287938.85,0,57,4117.366667,57,4117.366667,2020-09-01,2023-04-01
4,39,0,138,4587654.7,0,28,10743.9,27,10700.51667,2021-11-01,11947,87.15505913,8,81,4,425171.3,0,36,7314.55,35,7314.183333,2020-10-01,2023-05-01
4,39,1,87,2070137.5,0,19,3096.05,16,2664.483333,2021-11-01,11947,87.15505913,8,95,0,859310.65,0,42,15440.11667,40,14757.15,2020-11-01,2023-06-01
4,39,0,99,3662692.8,0,24,5169.916667,21,4372.433333,2021-11-01,11947,87.15505913,8,59,2,925052.2833,0,23,1222.766667,22,1186.7,2020-12-01,2023-07-01
4,39,0,102,1649362.7,0,30,7244.116667,29,7123.166667,2021-11-01,11947,87.15505913,8,69,0,261643.9833,0,20,573.45,20,573.45,2021-01-01,2023-08-01
4,39,1,72,752540.1167,0,19,1331.233333,18,1321.366667,2021-11-01,11947,87.15505913,8,61,1,768507.3,0,8,1960.433333,5,864.55,2021-02-01,2023-09-01
4,39,0,86,2802424.433,0,19,4687.45,17,2561.366667,2021-11-01,11947,87.15505913,8,76,1,658148.7833,0,28,34566.65,24,18719.41667,2021-03-01,2023-10-01
4,39,0,117,1536021.783,0,10,3663.766667,8,1990.3,2021-11-01,11947,87.15505913,8,57,0,404244.15,0,11,7231.866667,10,5997.416667,2021-04-01,2023-11-01
4,39,0,65,2515852.467,0,19,1934.916667,15,1430.633333,2021-11-01,11947,87.15505913,8,57,3,239791.8167,0,12,2341.4,6,991.5,2021-05-01,2023-12-01
4,39,0,57,1849581.517,0,32,23022.58333,32,23022.53333,2021-11-01,11947,87.15505913,8,103,10,395017.5167,0,21,4303.683333,15,1219.883333,2021-06-01,2024-01-01
4,39,2,50,1231909.467,0,19,2914.833333,15,1913.05,2021-11-01,11947,87.15505913,8,64,4,421426.25,0,9,3802.8,3,1041.5,2021-07-01,2024-02-01
4,39,1,46,4410708.033,0,12,7908.383333,11,7791.966667,2021-11-01,11947,87.15505913,8,69,7,504858.8167,0,15,15579.38333,12,4308.683333,2021-08-01,2024-03-01
4,39,4,62,4544835.767,0,18,9434.916667,18,9434.916667,2021-11-01,11947,87.15505913,8,56,1,253414.5167,0,14,3140.666667,11,726.75,2021-09-01,2024-04-01
4,39,2,48,1258118.117,0,24,21308.28333,22,4590.016667,2021-11-01,11947,87.15505913,8,37,8,125508.4167,1,6,11291.51667,1,1471.283333,2021-10-01,2024-05-01
4,40,0,3,833886.4,0,0,0,0,0,2021-12-01,882,106.7345598,2,26,2,2584245.083,0,6,56594.65,4,15338.16667,2019-07-01,2022-01-01
